FEN,Move
r3n1k1/ppqrbpp1/4p1bp/2ppP3/5PP1/1P1P4/PBPNQ1BP/R4RK1 b - - 0 17,f7f5
rn1q1rk1/pb3ppp/1p1bp3/2pn4/8/1PN1PNP1/PB1P1PBP/R2Q1RK1 b - - 1 10,d8e7
r1r3k1/4ppbp/5np1/p1nq4/Pp1N4/4P1P1/1BPNQP1P/R2R2K1 w - - 5 17,d2b3
8/2k4p/p1p1rp2/P4np1/1Pb5/2B2N2/5PPP/R5K1 w - - 1 31,a1e1
7r/pk4p1/3PP3/1pb5/1np1qPPp/R6P/1B4Q1/3R3K b - - 2 35,e4g2
r3k2r/2qn1p2/2p1pp2/p5p1/2PP2P1/1P5P/P2NQP2/2KR3R w kq - 0 20,a2a3
3q3k/6Q1/4pn1p/4N3/3N4/R3P2P/4BnPK/2r5 b - - 0 40,h8g7
8/2r2pkp/Pr4p1/8/1p3N2/8/1Pn2PB1/3RR1K1 w - - 3 35,f4d5
rnbq1rk1/p1p2ppp/1p1bpn2/3p4/3P4/1P1BPN2/PBP2PPP/RN1QK2R w KQ - 0 7,b1d2
r3k2r/pR1np2p/5np1/3p4/3N4/3B3P/q4PP1/3QR1K1 w kq - 1 19,d4e6
r2rn1k1/1pp1np1p/2b3p1/p5P1/5N2/PPN1PP2/2P1BK1P/R6R w - - 3 20,h1d1
8/1p2k3/p7/5K2/P2BPP1p/1P1R2b1/6P1/4r3 b - - 16 51,e1f1
1q1rr1k1/1b3p1p/1p1p2p1/1NpPn3/P7/4P1P1/1Q2BP1P/2RR2K1 b - - 4 25,b7a6
7k/3q2p1/7p/8/8/6Q1/5P1P/5BK1 w - - 3 49,h2h4
r1bqr1k1/ppp2ppp/2n2n2/2b5/4P3/2NP1N2/PP2BPPP/R1BQK2R w KQ - 2 10,h2h3
6k1/1br4p/2p1p1q1/p1ppP1p1/P5P1/BP2P3/4Q1BP/2R3K1 b - - 3 35,c5c4
3k3r/1R3pp1/2q1n1p1/p3Q1P1/7P/8/5N2/5BK1 w - - 3 38,b7b8
4r1k1/pb3p2/2qr2p1/2p4p/R1P4P/2B1pPP1/2B1Q2K/5R2 w - - 3 33,a4a2
2r5/5k1p/1b2p3/5p2/1Bb5/PpN1P1P1/3R1P1P/4K3 w - - 5 34,c3a4
r5k1/1Qp2ppp/5q2/8/8/P5P1/Rb1PrPKP/1N3R2 b - - 0 20,a8e8
8/5N1k/4PK1P/5P2/8/8/8/r7 b - - 2 56,a1a7
8/R7/5k2/8/4pKpN/P3Pb2/5P2/5r2 w - - 26 48,a7a6
2r2rk1/pb3pp1/1p2pq2/4N2p/1P2P3/P1n3P1/1Q3PBP/R4RK1 w - - 1 23,e5d7
6k1/1p2q1bp/pn2p1p1/5N2/8/1P1rP1P1/P4PBP/3R2K1 w - - 0 26,f5e7
r2q1rk1/pb2ppbp/2p2np1/3p4/2P5/1P2PB2/PB3PPP/RN1Q1RK1 w - - 0 12,b1c3
1r6/1r4p1/Rpkp3p/1R2p2K/2P3P1/3P1P2/6P1/8 b - - 9 35,b8f8
r1bq1rk1/p4ppp/2pbpn2/3p4/2P5/1P2P3/PB2BPPP/RN1QK2R w KQ - 1 10,e1g1
1q1r2k1/5p2/r3b1pp/pNpp4/PnP5/1PQ1PB2/3R1KPP/R7 w - - 0 29,c4d5
r2r2k1/3n1pbp/1qp1p1p1/p2p4/2P5/1P2P1P1/PBQ2PBP/1RR3K1 w - - 2 18,b2g7
7R/1pr2kpp/p4p2/4p3/PB2P3/1P3P2/6PP/2bK4 b - - 0 28,c1e3
8/6k1/3n3p/3N1p2/4nP2/5N1P/6PK/8 b - - 3 50,g7g6
1r6/8/8/4nk1p/PP3R2/3pB2P/5K2/8 b - - 2 44,f5e6
8/8/2B2k1p/p1n3p1/P3P3/4P2P/3K2P1/8 w - - 8 56,d2c3
r2qkb1r/pp2pppp/2n2n2/1Bpp3b/8/1P2PN1P/PBPP1PP1/RN1QK2R w KQkq - 3 7,g2g4
rn2kb1r/pp1n1ppp/4p3/2pp3P/7q/1P1PP2P/PBP2P2/RN1QKB1R w KQkq - 0 11,d1g4
r5k1/1r1n1pp1/2nNp2p/p1p5/Q7/PPB1PqP1/3R1P1P/2R3K1 b - - 16 31,b7b8
2rr2k1/p3qppp/1p2p3/1b6/1nN5/1P2PPP1/PQ4BP/R2R2K1 w - - 3 20,g2f1
8/1p2r2k/p1p3p1/P2b1pPp/1P1N4/2R1PP2/5KP1/8 w - - 0 45,f2g3
3r2k1/1r4pp/2RBpp2/1p1n4/3P4/1n3NP1/RP2PPKP/8 b - - 2 27,b7d7
r4rk1/q3bpp1/1n2p1p1/1B6/p2P2P1/P3P2P/3N1P2/2RQK2R w K - 3 23,c1a1
r7/8/8/3p4/P1n1kR2/4P3/2N1K3/8 b - - 16 54,e4e5
5bk1/2p3pp/2N5/1p2Bp2/4n3/1P2P1P1/r6P/2R3K1 b - - 1 33,f8d6
r3r1k1/1p1b1p2/1q3bp1/pN1p4/P2P4/1P2P1Pp/4BP1P/R2Q1RK1 w - - 5 21,e2g4
r2r2k1/1p1nqppb/2p1p2p/2Pp4/3Pn3/1P2P1P1/4QPBP/2RRNNK1 w - - 1 20,b3b4
3qr1k1/1p1nrpp1/3p3p/pPP1p3/P2p4/3P1NPP/2Q2PK1/RR6 w - - 0 27,c5d6
5rk1/1pR2p1p/4pQp1/1P1p4/p1nP2B1/q3P2P/P4PP1/6K1 b - - 5 27,a3d6
8/6p1/5pk1/7p/p1Pq3P/Pp4B1/1PnQ2PK/8 w - - 3 48,d2e2
rnbq1rk1/p1p1ppbp/1p3np1/3p4/2PP4/1P2PN2/PB2BPPP/RN1QK2R b KQ - 1 7,e7e6
3r1rk1/pp3ppp/5q2/2b1p3/3n4/PP6/1BP2PPP/R1QBR1K1 w - - 3 18,e1f1
8/5N1k/6p1/3P1n2/1q5p/2Q1R3/3K4/8 b - - 4 55,b4b8
5bk1/1b3p2/6pp/1p3N2/1P1Rp1P1/r1P4P/8/5RK1 w - - 0 35,f5d6
4nk2/3q4/4ppQp/8/6P1/1B2P2P/5P2/6K1 b - - 0 40,d7g7
r5k1/3npp2/3p1bp1/Pr1P3p/2P4P/5PP1/3BK3/1RRN4 b - - 0 29,b5a5
4n1k1/4bppp/p1Rrp3/1p6/1P1B4/P3PNP1/4KP1P/8 w - - 2 27,c6c2
r3k2r/ppqnnpb1/2p1p1p1/6Pp/4p3/2NP3P/PPPBQPB1/R4RK1 w kq - 0 13,d3e4
7k/6p1/3NQn1p/pP3p2/1q3K1P/6P1/8/1B6 w - - 2 42,f4e5
1r4k1/Q1n2pbp/2PNp1p1/4P3/5P2/8/1r4PP/R6K w - - 2 36,h2h3
r1bq1rk1/p1p2pbp/1pnp2p1/4n3/2P5/1PN1PN2/PB2BPPP/R2Q1RK1 w - - 0 11,f3e5
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/1P2PN2/P1Q2PPP/RNB1KB1R w KQkq - 1 7,c1b2
6k1/4Rppp/3Nn3/8/8/6P1/2r1PPKP/8 b - - 2 35,h7h5
6k1/4qp1p/p5p1/1pN2p2/1Pn5/P2rP2P/4QPP1/6K1 w - - 0 36,e2d3
8/3r1pk1/6p1/3p3p/1R5P/4PRP1/3r1P2/6K1 w - - 20 48,f3f4
r1bqkb1r/pp3ppp/2n1pn2/2pP4/8/1P2PN2/PB1P1PPP/RN1QKB1R b KQkq - 0 6,e6d5
2k1r2r/pp1b1ppp/3b4/2Pp2P1/5P1P/2PB4/P1PB1K2/R6R b - - 0 21,d6c5
r2qr1k1/ppp2pbp/6p1/2P2b2/2BPp1n1/1P6/PB1Q1PPP/R2N1RK1 b - - 8 17,d8h4
r3k2r/1p1nppb1/p1Pp2p1/6Bp/q1P1P2P/1N3P2/PP2Q1P1/1K1R3R b kq - 0 18,b7c6
4b3/6p1/3k1n1p/2pp1B1P/5NP1/r3PP2/3K4/1R6 b - - 1 41,a3a2
r6r/pp1kbp2/q1n1p3/3pPp1p/1P1P3P/P3BN2/5PP1/R2Q1RK1 b - - 0 18,a8g8
r3kbnr/1bpp2pp/p3q3/1p2Pp2/3P4/3Q1N2/PP3PPP/RNB2RK1 b kq - 4 12,g8e7
8/5pk1/rp1rnbp1/7p/3P3P/PR3NP1/1B3P2/3R1K2 b - - 18 39,d6d5
4R2k/p2p2pp/6q1/2pQ2B1/1PPb4/P4pP1/5P1P/6K1 b - - 0 27,g6e8
4r1k1/2b2pp1/4r3/p1p1P3/5R2/1P4P1/PB5P/5RK1 w - - 0 29,f4f7
8/1p6/8/6K1/P3r3/3pk3/8/4Q3 b - - 3 63,e3d4
r3k2r/pp3pb1/2nR2p1/2p1p1Bp/P3P1bP/1BP2N2/1P3PP1/2K4R w kq - 1 17,b3d5
r4rk1/p3bppp/bqn1pn2/2pp4/2P5/1P2PNP1/PB2QPBP/RN1R2K1 w - - 3 13,b1d2
r3r1k1/p2q1pbp/3p1np1/nppPp1B1/2P1P3/1P1Q1NN1/P4PPP/R3R1K1 b - - 0 17,b5c4
8/4k2p/1p1b1n2/p4p2/2P3PP/1P3K2/P7/3R4 w - - 0 43,g4f5
3r1rk1/pp1b1p1p/2nPp1pb/8/4B3/2P1PN2/PPN2KPP/3R1R2 b - - 4 17,f7f5
r4rk1/pp3pp1/2nqpn1p/3p4/3P4/1QPB3P/PP3PP1/RN2R1K1 w - - 0 17,b1d2
2rr1bk1/qp1n1p1p/2p1pnp1/p2p4/2PP4/PP2P1PP/1BQN1PB1/2R1R1K1 w - - 3 20,c4c5
6Q1/4N1n1/1q4pk/4p2p/4P3/1P3P1P/r5P1/2R4K w - - 9 47,h3h4
3n3r/r1pB1kb1/1p3p2/p1Pp3p/1P1P4/P1K2PB1/7P/R3R3 b - - 1 25,h5h4
6k1/2p4p/2pp2N1/p2P3q/2P2Q2/PP2Pb2/7P/R5K1 b - - 2 32,h5g6
1rr3k1/4bpp1/2nq3p/1p1p4/p2P4/P1B1PNPP/Q4PK1/1RR5 w - - 4 26,c3d2
r1r3k1/pbq1ppbp/1p1p1np1/4n3/1PPN4/P3PB2/1B1N1PPP/2RQ1RK1 w - - 6 15,f3b7
4n1k1/8/4P3/7p/1P1N1R1p/4KP2/6r1/8 b - - 2 53,h4h3
r3k2r/1pq2pp1/p2bpn1p/P1ppNb2/5P2/1P1PP3/1BPN2PP/R2Q1RK1 w kq - 0 14,d1f3
r1bqk2r/pppnbppp/3p1n2/4p3/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 3 6,e8g8
r1bqkb1r/pp3ppp/2n2n2/1Bpp4/8/1P2PN2/PB1P1PPP/RN1QK2R b KQkq - 1 7,f8d6
8/4k3/8/1p2PP1p/1P3K2/8/2b5/4B3 w - - 3 81,e1h4
r2q1rk1/pp1bbppp/4pn2/n1pP4/2p1P3/P1N1BNP1/1P3PBP/R2Q1RK1 b - - 0 13,e6d5
5rk1/6bp/p1r1p3/1p1pPpn1/bP1B2pq/P2NP3/1Q3PPP/RB3R1K b - - 7 22,f8c8
rn2qrk1/pbp3p1/1p1p2nB/5pQ1/3P4/2PB3N/P1P2PPP/R4RK1 w - - 0 14,h3f4
r2q1rk1/pb2ppbp/1pn2np1/2pp4/2P5/1P2PNP1/PB1PQPBP/RN1R2K1 b - - 3 10,d5c4
r1bq1rk1/pp2ppbp/3p1np1/8/2PQ4/1P2P3/PB2BPPP/RN3RK1 b - - 0 10,c8d7
rnbq1rk1/ppp2ppp/3bpn2/3p4/2P5/1P2PNP1/PB1P1P1P/RN1QKB1R b KQ - 0 6,f8e8
rn1qkb1r/1b3p1p/pn1pp1p1/1p4PP/3NP3/P1N5/1PP2P2/R1BQKBR1 w Qkq - 0 12,c1e3
r5nr/3n1pbp/1pk1p3/6P1/2N4R/2P5/PP3P2/R1B1K1N1 w Q - 3 16,h4f4
3r2k1/p2r1ppp/1p2pn2/n1p5/P1P2P2/2NPP1P1/2R1BK1P/3R4 w - - 9 26,d1a1
2b5/r2nR2p/pp4pk/3Q1N2/5q1P/2PB4/PP5P/6K1 b - - 0 26,g6f5
r1r3k1/bb2qppp/p3pn2/2np4/N2B4/1P1BPN2/P4PPP/2RQ1RK1 w - - 11 16,a4c5
3rr1k1/1p3ppb/1np4p/p2np3/P1N5/BP1P2P1/2P2PBP/R3R1K1 b - - 1 22,b6c4
rn1q1rk1/1bpp1pbp/1p2pnp1/p7/2PP4/1P2PN2/PB2BPPP/RNQ2RK1 w - - 4 11,b1c3
1r1n4/5pp1/1n1k2p1/2p1N1P1/7P/3PP3/P1K2PB1/7R w - - 3 34,f2f4
r3qrk1/2p1bppp/pp2p3/2Pp4/1PbP4/2Q1PN2/PB3PPP/R1R3K1 w - - 3 16,f3d2
8/5k2/2r1b1p1/1p2BpKp/p3p3/1P2P1PP/P2R1P2/8 w - - 0 39,b3a4
kn1r3r/p1b1q1p1/R4np1/1pPppp2/3P2P1/1N2P2P/1B2QPB1/4K2R w K - 1 24,a6a2
3b4/2p5/2P2k1p/4Rp2/P1PB1Pp1/3pK1P1/3P3r/8 b - - 1 46,f6g6
r2r4/1p1n1pbk/1qp1p1pp/5n2/P2PN3/1PQ1B1PP/5PB1/2RR2K1 w - - 3 21,g3g4
r1bqkb1r/pp2pppp/2np1n2/8/3N4/1P6/PBP1PPPP/RN1QKB1R w KQkq - 1 6,d4c6
8/4k3/b4p2/2K1p1p1/3nP3/3P2P1/B4P2/3N4 w - - 42 60,a2c4
r7/p1R2p2/P2p1kn1/3Pp3/4P3/3qBBP1/5PK1/R7 w - - 11 37,a1h1
rn1q1rk1/pp3ppp/4pn2/2pp1b2/1bPP1B2/1QN1PN2/PP3PPP/R3KB1R w KQ - 0 8,d4c5
6kr/5pp1/2r1p3/2npq3/6Q1/2P5/PP2BPPP/1R2K2R w K - 0 24,g4d4
1r6/4bk1p/RpB1p1p1/8/1P6/4P1P1/5PKP/8 w - - 15 38,a6a7
rnb2rk1/ppq1p2p/5pp1/2PpN3/2PQ4/2P1P3/P4PPP/R3KB1R w KQ - 0 12,e5f3
1q3bk1/R4p2/1P1rb1p1/4p3/Q5p1/P3P3/4BPPP/4B1K1 b - - 0 39,b8b6
r1br2k1/1p3ppp/2n5/pNbp4/3N4/PP2q3/1B2BRPP/R2Q2K1 b - - 1 18,c8d7
rnbq1rk1/pp3p2/4pn1p/3P2p1/3N3B/2R5/PP2PPPP/3QKB1R w K - 0 11,h4g3
4r1k1/1p1b2q1/p7/8/4p2Q/1P2N3/P5P1/3R2K1 b - - 9 42,d7e6
8/6R1/5p2/P3k3/2P5/1P6/4NK1p/2r5 w - - 4 68,e2g3
5rk1/1n3rpp/p5q1/1p1p4/2pNp3/2Pb4/PP1Q1BPP/3BR1KN w - - 2 27,h2h4
r6k/b1p3p1/2p1qr1p/N3p2n/PP2Q3/2P1BP2/5PRP/R6K b - - 2 23,a7e3
rn1q1rk1/pp2bpp1/2p1pn1p/3p1b2/8/1P1PPNP1/PBPN1PBP/R2Q1RK1 b - - 2 9,b8d7
3r2k1/4ppbp/q5p1/pPp1P3/2N1QP2/2Pr3P/1P4P1/1R3RK1 b - - 0 29,a6b5
r3r1k1/1p2qpbp/p1n1bnp1/3pp3/1P5N/PN2P3/1BP1BPPP/R2Q1RK1 w - - 5 15,b3c5
3r2k1/5pb1/p3q3/1b2p1pp/1pN1P3/1P2BPPn/P1Q1B2P/5R1K b - - 1 37,g5g4
2r1kb1r/1p3p1p/p1q2p2/4pn2/8/1P2BN2/1PP1QPPP/R2R2K1 w k - 4 17,c2c4
4r1k1/3n2p1/1b1Pp1Np/1p2p2P/1B6/1PR5/r4PP1/3R2K1 w - - 4 41,g1h2
4r1k1/1R3np1/p6p/1pB2N1P/1P2P3/b5K1/5P2/8 w - - 4 47,f2f3
6k1/4np2/p1qb2p1/3pp2p/PP1P3P/2B3P1/2Q2PK1/4N3 w - - 0 36,c3d2
2Q3R1/4k3/P3Np2/5P2/4P3/r1r3PK/8/8 b - - 0 54,c3c8
1nQ5/p1q2pkp/3bp1p1/8/P4PN1/4PBP1/5PK1/8 w - - 6 38,c8c7
2rr2k1/4bppp/4pn2/n1p5/Np2P1q1/P2P2P1/2Q2P1P/BR1RN1K1 w - - 1 29,f2f3
1r4k1/1b2np1p/3p2pq/1p2p1N1/1Pp1P1N1/2P3RP/3Q1PP1/6K1 b - - 3 26,h6f8
6k1/Bp3p2/8/p5P1/4B1n1/1P5N/3r3b/2R2K2 b - - 3 36,h2e5
r5k1/1R3pb1/2N1b1N1/7p/3B3P/4P3/n4PP1/6K1 b - - 0 28,a2c1
4R3/1p3ppk/b7/p4P2/P6p/1P2R2P/4p1PK/5r2 w - - 1 39,e3e4
2r1brk1/1p5p/p1pnpn2/4Np2/2PP1P2/3B1Pq1/PB1Q2P1/2K3RR w - - 3 23,h1h3
6k1/p4p2/8/2Q1K3/P1N3P1/8/8/3q4 b - - 2 62,d1e2
r3k2r/1bpnqppp/pp1bpn2/3p4/2PP4/1P2PNP1/PB3PBP/RN1Q1RK1 w kq - 1 10,b1c3
8/5pk1/4b2p/R2p2p1/3Nn1P1/4P2P/1rB2PK1/8 b - - 7 38,e4d6
2kqr2r/pp1n1p2/4p3/3pPp1p/3P3P/6P1/PP1QNP2/1K2R2R b - - 0 21,d7b8
1r3rk1/1b2q1pp/p7/2b1Pp2/Q2p4/5N2/PP1N1PPP/R4RK1 w - - 0 18,a1c1
r2b1rk1/1p3ppp/p1bRp3/q1N5/3Q2n1/1B3N2/PPP3PP/1K5R w - - 4 19,c5e6
6k1/7p/6b1/4Q3/3B1P2/7P/3q4/5BK1 b - - 8 52,g8f7
rr4k1/2q2pbp/4p1p1/nBPp4/P2P4/5NPP/3Q1PK1/1R1R4 b - - 4 29,h7h6
r2q1rk1/1b1nb2p/1p2p3/4Ppp1/1PPp1P2/1Q1B4/1B1N2PP/R4RK1 w - - 0 18,c4c5
rn1q1rk1/pb1pbppp/1p2pn2/2p5/3P4/1P1BPN2/PBP2PPP/RN1Q1RK1 w - - 0 8,d4c5
r4rk1/p1qn1pbp/1pn1p1p1/2p1P3/3pNPP1/3P3P/PPP1Q1B1/R1B2RK1 b - - 0 16,h7h6
5bk1/7p/6p1/4Qp2/3r4/6P1/5P1P/6K1 w - - 4 42,e5d4
r1r1b1k1/5p1p/3q2p1/PPnPn3/2pR4/2B3P1/2Q2PBP/1R4K1 w - - 1 28,b5b6
rnbq1rk1/1pp2ppp/3ppn2/p7/2PP4/PP6/3NPPPP/R1BQKB1R w KQ - 1 8,c1b2
3r4/1b2rpk1/p2q2pb/Pp1p1p1p/1PpP1NnP/2P1PNP1/3R1PB1/2QR2K1 b - - 63 58,d8e8
1r5b/pP3p1k/P1p3p1/2Ppn2q/4p1B1/1N2P1Pp/5P1P/2RQ1R1K b - - 0 50,e5g4
1r6/1q4pk/1P4pp/3p4/5b1P/1Q3P2/5BP1/4R1K1 b - - 0 37,b7c6
5rk1/rBp2ppp/P3p3/1p4q1/2nP4/P5P1/2Q1PP1P/R2R2K1 b - - 0 20,g5e7
8/8/4k3/p3bp1B/P5pP/4P1P1/1r1R1PK1/8 w - - 1 45,d2d3
8/1p2k3/5p2/5P2/3KP3/P1N5/6b1/8 w - - 1 41,a3a4
r4rk1/pbq1bppp/1nn1p3/2ppP3/1pP5/3P1NP1/PP2QPBP/R1B1RNK1 w - - 3 14,h2h4
r2qk2r/pp2npb1/2n1b1pp/1P2p3/3pP3/3P1NP1/P2BNPBP/R1Q1K2R b KQkq - 0 13,c6a5
4rrk1/pp2q1bp/2np2p1/nQ3b2/2P2p2/P4NP1/1B1NPPBP/2R2RK1 b - - 1 19,a7a6
8/2q1bbk1/5pp1/4p2p/1pPpN2P/1Q1P2P1/r2NrPBK/1R6 w - - 0 35,b3a2
r2qkb1r/pp1n1ppp/2p2nb1/3P4/5pP1/3P4/PPPNQ1BP/R1B1K1NR b KQkq - 0 10,f8e7
rnbqk1nr/pp2p1bp/2pp2p1/5p2/3P4/1QP3P1/PP2PPBP/RNB1K1NR w KQkq - 0 6,b1d2
2r1r1k1/p3ppbp/1q1p1np1/3Pn3/3N4/1P4PP/P2BQPB1/R3R1K1 w - - 8 20,d2e3
2kr3r/pbqnbpp1/1pn1p2p/2p5/2N1P2P/2P2NP1/PP2QPB1/R1B1R1K1 w - - 3 14,c1f4
2bqr1k1/rpp2pbp/2n3p1/5p2/2Pp1B2/PR1PPNP1/5PBP/2Q2RK1 w - - 1 17,f1e1
2R2rk1/pp2nppp/8/3qp3/3p4/P2P2P1/1P1NPP1P/3Q1RK1 b - - 0 19,f8c8
r1b2r1k/ppp1p1bp/2nq1np1/2N2p2/8/2PP1NP1/PB2PPBP/R2Q1RK1 w - - 3 12,c5b3
rnb2rk1/ppq1ppbp/3p1np1/8/4P3/2P1B1P1/PP2NPBP/RN1Q1RK1 w - - 2 10,h2h3
r2q1k1r/p2n1ppp/2Q1p3/3pP3/6b1/2PB4/PP3PPP/RN2K2R w KQ - 1 13,f2f4
r4rk1/4b1pp/bpq2P2/p1p1pP2/1nNpP3/1P1P4/1BP1Q1BP/R4RK1 b - - 0 22,e7f6
3q1b1k/5p1p/2R3p1/3Np1P1/2Pp3P/3P1Q2/5PK1/2r5 w - - 4 36,f3f7
2r1r3/p2R2k1/7p/8/3R4/2P5/PP3P1P/2K5 b - - 4 32,g7g6
rnb2rk1/1pq1ppbp/1n4p1/2p1P3/p7/PBP2N1P/1P2QPP1/RNB1R1K1 w - - 0 14,b3a2
r1bqk2r/ppp1n1b1/2n5/5pBP/3p4/2P5/PPB2PP1/R2QKNNR b KQkq - 0 15,d8d5
r3r1k1/pbp2pp1/1p1pnq1p/4pN2/2PPPn1P/2P2P2/P1BQ2PB/R3R1K1 w - - 13 25,g2g3
8/1r3p2/1rpqn1pk/p2p4/P2Pp1pP/1PR1P1P1/2Q1NPK1/2R5 b - - 35 49,b7c7
r4rk1/1pqb4/2pp3Q/5p2/p1N1P3/3P3P/PPP3P1/5RK1 w - - 2 23,h6g6
6k1/5p2/7p/1p1rr1p1/1PnN4/2P5/3p1PPP/R2R1K2 w - - 0 32,h2h3
2N2k2/5pp1/7p/1p1pP3/p5P1/P3p3/1PP2n2/1K2R3 w - - 1 33,e1e3
r1b2r1k/1p5p/6p1/8/p7/4n1P1/Pb3PBP/1R2RNK1 w - - 0 23,b1b2
8/4k3/2nnpp1p/6p1/p3PPP1/p3K1P1/BP1N4/8 w - - 0 36,b2a3
rnb2r1k/pp4bp/1qp3p1/4Np2/2P2B2/1QP3P1/P3PPBP/3RR1K1 w - - 1 15,h2h4
r3qrk1/pp1bb1p1/4p2p/3nPp1P/3N4/P2B4/1P2QPP1/R1B2RK1 b - - 3 17,e7c5
5bk1/PQ3p2/2rp3p/4p1p1/q3Pn2/4BN1P/1P3PP1/4R1K1 b - - 0 26,c6a6
2kn2r1/pp6/2q1pb1p/4p3/4P3/1PP4Q/P4P1N/4R1NK b - - 0 28,f6g5
3r1rk1/4bbpp/p4q2/1pppn3/4P3/1NP1B3/PPB3PP/R2QR1K1 w - - 3 19,d1e2
8/p7/2r2kp1/2p3R1/Pp1pPP2/1P1P4/2P3K1/8 b - - 2 54,c6c8
1rr3k1/ppq2pb1/n3p1p1/2P1Pn1p/4NP2/2P3P1/P4BBP/1RQ2R1K w - - 3 23,e4d6
r1bq1rk1/pp3pbp/2np1np1/3Pp3/4P3/2N3P1/PP2NPBP/R1BQ1RK1 b - - 0 10,c6e7
4Qn2/6p1/5k2/p1p2p1P/1pP5/3P4/P2K1q2/3R2R1 w - - 9 43,d2c1
r1br2k1/p4ppp/q3p3/npp1P3/2n1NP2/P1PB4/3BQ1PP/1R3RK1 w - - 0 19,d2e1
4n1k1/q1r1np2/3bp1p1/p1Np3p/3P4/BP1BP1PP/2RQ1PK1/8 b - - 2 37,e7c6
r2q1rk1/pp2ppbp/n1p3p1/3nP3/6b1/5NP1/PPPN1PBP/R1BQR1K1 w - - 3 11,h2h3
r3r1k1/pp2bppp/2n2n2/2q5/4p1b1/2P1N1P1/PPQN1PBP/R1B2RK1 b - - 5 14,c5h5
2rq1rk1/pp3ppp/4p3/2P1Pb2/3B4/PnP2NQ1/1n2B1PP/4RRK1 b - - 5 18,b2a4
6k1/5p2/1n1rb3/1B4p1/8/KN4P1/P4P2/R7 w - - 0 41,a1c1
r2qr1k1/bpp2pp1/p1n1bn1p/3Pp3/8/2PP1N1P/PPB2PP1/R1BQRNK1 b - - 0 13,f6d5
rr3nk1/2q2ppp/4n3/4p3/p1Q1P2P/2P1B1PB/1P3P2/3R1RK1 w - - 5 26,c4c7
r1bqk1nr/pp1p1pb1/2n1p1p1/2p4p/8/2NP2P1/PPPBPPBP/R1Q1K1NR w KQkq - 0 7,h2h4
rn1qk2r/ppp1bppp/4pn2/3p3b/6PN/3P3P/PPPNPPB1/R1BQK2R b KQkq - 0 8,f6d7
3r1rk1/1p1np2p/1pp2bp1/8/1PP2P2/P2bBNP1/R5BP/5RK1 w - - 1 27,f1c1
r5k1/pp2qp1p/2p3p1/4n3/2P1PQ2/6PB/Pb2P2K/3RR3 w - - 0 23,e1f1
1nq5/R2n2bk/4bp2/2P1p1p1/3pP1P1/3N3P/2PBN1B1/R5K1 w - - 7 29,a7a8
r4r2/pp2ppkp/2nq1np1/8/8/2RP2P1/PPP1PPB1/R1Q1K1N1 b Q - 2 14,c6d4
r3kb1r/ppp2pp1/2n1bq1p/4p3/3pP3/2NP1NP1/PPP2PBP/R2QK2R w KQkq - 0 9,c3d5
7r/pp3pk1/2n1p1p1/4n3/1P1p4/2PP4/P2NPPB1/R3K3 w Q - 0 22,a1c1
3r4/5k2/8/1pN1p1Rp/1Pn1Pp1P/P4P2/3r2PK/R7 b - - 2 42,c4e3
4r1k1/5pn1/5qp1/2pr4/6Qp/PP1pPN2/3R1PPP/2R3K1 b - - 1 32,e8b8
1q1rr1k1/pb1pbppp/1pn1pn2/2p5/2PP4/1PN1PNP1/PB2QPBP/2RR2K1 b - - 0 13,c5d4
3r4/5kpp/5p2/1q1n4/3Pp3/Q3N1P1/P4P1P/2R3K1 w - - 2 39,c1c5
2r1n1k1/3Rbpp1/6p1/2p5/1p6/4P1P1/1P3PBP/4B1K1 b - - 1 33,g8f8
2rr2k1/bp1bqppp/2nnp3/pB6/N1P5/P3PN2/1BQ2PPP/R2R2K1 w - - 3 19,c2b3
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 4 6,d5c4
2rr4/3nkppp/pp6/6P1/b2NPp2/2P2P1B/P2R1K1P/3R4 w - - 4 25,h3d7
3nrr2/p4q1k/4b2p/3p2p1/1N1Q4/P2P1pP1/5PBP/2R1R1K1 w - - 0 27,g2f1
3r1rk1/7p/2pq2p1/3bN3/8/3PQ3/PP3PBP/4R1K1 b - - 2 25,d5g2
rnbqr1k1/pp3p2/2p2npQ/3pp2p/7P/2NP1PP1/PPP1P1B1/R3K1NR w KQ - 3 13,g1h3
6k1/ppp5/3p1rR1/3Pr2Q/1PP1B3/P2PK2P/1q2N3/8 b - - 0 26,f6g6
r1b1k2r/2p1bppp/p3pn2/1pnq4/8/1P2PNP1/PBQPBP1P/RN2K2R w KQkq - 0 10,b1c3
8/1R3pk1/1P1N4/8/1r6/3nPPK1/6P1/8 b - - 3 54,d3e5
r2r2k1/5pp1/1np2b1p/p2p4/PqP1p3/1P1P2P1/5PBP/1Q1RRNK1 w - - 0 23,d3e4
r2qnrk1/3n2bp/Qp1p2p1/2pPpp2/1PP1P3/P1N1B2P/4BPP1/1R3RK1 w - - 1 18,a6b7
r2qk1nr/1p2ppbp/p1bp2p1/2p5/4PP2/2NP1N2/PPP3PP/R1BQ1RK1 w kq - 0 9,d1e1
